CPU Overall Power Consumption,GPU Power,FPS
129.806,347.631,141
128.694,347.058,143
128.687,347.204,143
127.863,348.247,144
128.169,346.304,127
126.715,346.244,129
125.831,346.072,133
127.718,343.903,145
127.946,345.501,138
127.572,345.412,152
128.254,346.086,157
130.467,342.968,152
131.052,343.596,127
128.486,346.477,147
128.271,345.591,159
126.52,348.824,152
125.996,348.111,144
126.381,346.977,155
127.332,346.646,139
128.392,343.992,131
128.869,348.319,135
128.768,341.458,139
130.233,346.328,137
130.698,348.558,137
129.277,347.937,138
129.65,346.954,139
129.964,347.235,139
130.586,348.423,138
126.827,348.084,138
125.603,347.442,139
125.517,348.397,139
124.939,348.501,136
127.784,343.889,130
127.707,347.829,132
127.611,345.755,122
126.943,348.472,144
125.77,347.708,159
127.686,345.405,153
130.591,341.784,155
124.259,348.005,157
123.687,345.964,148
127.611,345.747,137
133.871,345.74,118
134.5,348.034,119
132.093,347.844,152
131.469,347.937,153
131.712,347.508,149
132.885,348.129,149
131.542,342.593,150
125.682,345.719,153
121.582,343.023,160
125.334,346.112,153
127.403,338.318,159
126.624,339.819,160
126.178,343.912,159
124.162,348.015,156
125.94,348.751,159
127.309,344.928,163
127.622,345.139,162
132.85,335.125,126
138.896,341.183,111
137.601,338.365,99
135.399,348.002,137
136.08,338.677,104
133.274,345.587,134
133.562,346.081,133
132.426,345.672,133
134.944,348.178,125
132.086,344.853,138
130.987,344.966,142
137.973,347.896,120
132.48,347.615,125
136.821,347.229,123
134.409,347.681,127
135.648,346.136,124
134.957,344.542,124
135.623,344.955,123
137.083,346.264,120
137.434,345.62,132
128.736,347.542,158
132.67,347.509,131
134.009,346.764,131
132.355,346.926,132
129.753,347.157,132
130.72,347.003,140
127.613,347.062,138
129.967,347.033,137
129.695,347.659,137
128.184,348.036,138
130.65,346.443,123
137.711,346.219,117
138.656,345.557,116
137.523,346.911,115
137.831,346.252,113
137.071,345.643,110
136.266,346.371,111
136.694,346.058,116
136.144,345.608,116
136.476,347.408,115
136.111,347.004,111
136.098,347.54,113
135.237,347.882,123
134.16,345.502,128
131.612,347.075,123
130.96,347.964,124
132.293,348.013,126
132.498,347.417,126
131.055,347.709,126
128.264,344.817,138
126.706,346.04,144
125.836,346.748,144
125.348,344.001,145
124.742,345.467,145
127.065,346.808,139
127.147,347.176,144
129.608,345.685,122
136.529,344.718,113
132.485,346.706,126
128.381,345.197,152
127.5,347.026,136
127.473,347.91,134
125.077,347.757,139
125.181,348.079,132
128.338,347.347,131
131.914,346.959,142
130.89,344.617,113
130.957,346.844,118
131.981,346.979,127
129.499,348.481,135
132.024,346.849,112
138.278,346.74,105
131.984,348.28,116
130.238,347.768,118
132.101,347.51,119
130.68,348.303,121
131.69,346.564,111
129.153,346.715,139
126.814,347.363,136
124.665,348.363,137
130.358,348.332,134
129.438,348.069,143
128.646,348.113,143
130.772,238.492,150
138.949,342.474,110
137.879,340.553,106
138.465,343.977,123
133.994,344.758,135
133.118,344.648,117
137.974,336.013,109
134.987,344.74,118
137.266,337.529,99
138.299,339.105,103
137.406,342.556,111
136.018,340.457,108
137.758,343.482,124
135.383,343.955,130
133.838,348.024,140
132.512,343.939,139
131.119,344.711,144
129.516,344.937,148
129.006,346.043,148
131.603,346.883,125
136.192,342.037,116
137.186,342.323,109
136.521,347.459,115
136.681,345.177,113
137.76,343.945,107
137.491,344.406,108
138.659,348.062,108
136.817,345.698,111
130.656,347.623,131
136.417,344.094,126
137.933,344.377,114
137.332,344.357,115
136.652,347.486,124
134.285,347.634,127
133.636,344.908,127
134.411,346.341,131
130.297,345.683,138
128.831,347.636,147
129.801,346.698,141
130.546,344.346,131
132.948,346.318,121
136.124,342.274,123
137.54,325.874,91
135.011,344.019,132
132.86,347.882,126
134.19,342.755,145
132.763,344.403,136
133.101,344.656,139
131.273,341.984,143
134.369,347.139,115
132.954,341.924,121
132.086,346.136,124
131.705,344.681,130
130.221,343.498,127
131.845,347.467,112
130.847,345.354,112
131.208,344.634,114
134.405,343.877,106
134.596,343.707,109
134.562,343.751,119
134.828,343.659,105
135.594,339.55,103
137.949,345.325,109
131.322,344.294,118
131.267,346.895,113
128.595,346.545,125
130.623,345.72,125
132.039,345.287,127
131.629,345.36,129
129.267,342.784,131
129.418,345.651,141
130.601,345.008,144
128.414,342.789,126
136.434,347.412,117
134.925,342.956,127
132.057,341.415,135
127.825,342.715,132
132.623,344.222,122
133.828,341.399,127
134.71,339.995,128
133.828,344.453,124
132.054,343.369,122
131.95,343.401,127
134.948,339.103,123
128.614,342.774,131
125.269,348.052,131
125.85,345.845,128
125.235,347.914,145
120.416,348.164,141
123.741,345.228,151
134.708,340.625,135
137.887,343.074,116
136.37,344.183,133
129.045,336.301,149
128.813,345.76,125
127.636,344.932,132
129.192,347.234,132
127.855,346.981,130
128.107,345.011,126
124.383,347.611,142
123.388,347.091,140
125.594,342.504,127
126.37,342.833,155
125.77,345.367,152
129.873,343.38,128
129.857,344.949,129
126.256,345.316,139
132.485,345.796,126
129.802,343.792,130
129.134,343.642,130
130.037,343.028,129
131.881,343.185,120
132.054,341.467,119
129.616,339.064,130
130.552,344.079,124
132.182,340.867,129
129.612,344.436,122
130.523,346.383,124
131.459,344.258,129
131.367,347.055,136
132.144,344.673,128
135.07,339.704,122
130.251,340.409,126
128.547,343.089,144
127.668,345.989,142
134.497,345.525,127
133.609,344.327,121
132.417,345.602,120
134.777,342.98,108
139.97,341.717,106
137.558,341.775,109
133.2,346.872,114
132.773,343.005,111
133.411,346.6,116
132.035,344.104,115
130.557,344.493,131
132.969,345.823,125
132.298,341.502,125
132.697,343.938,122
137.499,340.208,110
136.848,346.076,117
134.883,346.196,119
131.391,335.618,119
128.435,344.902,131
128.373,341.602,126
132.047,340.973,127
133.886,346.252,120
134.778,345.481,119
136.21,347.818,120
131.659,344.054,136
126.083,339.964,142
128.129,343.795,131
136.137,346.504,123
137.274,343.676,131
137.572,342.922,132
132.127,347.581,127
130.86,347.034,126
130.929,346.535,127
129.858,343.069,124
127.558,343.637,123
128.382,343.836,123
131.31,346.398,121
132.072,347.425,118
132.322,343.337,115
133.307,343.619,122
131.595,346.874,125
129.527,342.07,121
128.481,346.489,122
127.18,343.129,125
128.244,343.77,125
128.104,345.996,124
129.482,344.999,124
130.99,340.619,131
128.995,346.84,134
126.721,344.813,138
127.146,345.582,151
124.992,347.937,159
125.702,346.946,160
127.211,346.767,142
136.302,347.644,125
139.915,342.118,112
138.853,343.867,114
137.541,344.311,115
136.929,346.185,113
139.208,344.657,110
135.454,341.093,116
136.961,347.198,120
134.857,345.85,118
131.451,346.347,124
129.002,342.521,130
127.54,345.91,130
128.114,345.652,127
131.183,343.497,118
133.854,347.912,115
135.391,346.453,121
136.166,347.782,122
133.875,343.832,113
136.06,310.88,152
131.558,344.384,109
142.327,342.089,114
136.634,339.895,114
135.705,342.245,123
134.725,341.566,119
134.109,339.874,110
134.228,342.88,120
134.434,343.905,125
133.012,341.071,114
137.484,343.621,103
140.493,337.147,104
141.806,339.615,103
142.125,336.298,103
139.641,341.137,110
137.796,343.081,114
138.779,339.91,113
138.676,343.801,116
135.832,345.142,124
132.6,343.574,119
131.512,347.834,116
131.675,344.203,111
122.458,211.492,171
140.702,309.791,164
124.814,344.364,167
126.097,340.436,160
132.416,345.003,139
129.634,336.974,131
116.46,124.255,150
148.887,87.217,139
144.379,84.264,179
131.355,337.923,142
127.676,344.827,139
126.204,348.611,151
124.52,343.304,146
124.601,340.971,151
126.121,342.026,169
123.996,343.676,158
124.712,343.942,150
126.938,345.359,142
129.263,344.905,143
133.774,345.28,137
124.367,346.395,147
128.293,335.622,126
125.115,342.068,136
125.287,346.381,150
125.615,346.259,156
122.249,329.717,158
123.917,333.796,159
122.633,333.109,159
122.786,335.76,160
117.873,270.492,183
127.004,327.952,128
126.261,330.486,137
125.603,337.986,161
122.58,337.625,153
121.253,338.457,154
121.053,340.168,151
121.566,337.389,150
121.819,338.987,147
116.438,338.726,151
114.254,278.187,172
120.941,332.286,148
124.171,317.335,132
123.878,323.723,133
114.029,291.042,147
122.768,334.133,126
121.607,345.925,127
123.589,342.011,131
125.501,341.187,123
125.836,345.881,124
124.753,346.276,121
125.847,343.898,127
125.387,337.587,124
124.86,340.481,122
126.632,343.488,120
121.176,342.658,122
130.714,344.84,130
121.466,345.137,133
124.761,337.476,135
121.253,348.156,137
123.993,342.791,125
126.677,343.534,123
127.249,345.985,132
128.671,345.155,138
135.461,342.578,147
127.221,345.947,135
127.671,347.274,149
125.45,346.564,149
124.261,345.99,147
121.81,341.54,145
126.725,345.133,147
126.605,347.552,147
126.81,347.095,145
126.837,343.01,139
124.258,344.565,148
120.138,348.14,152
119.455,344.825,151
119.578,345.511,152
119.059,346.06,152
119.778,347.144,152
119.913,346.678,151
119.881,347.635,151
119.938,347.953,151
119.699,345.765,151
119.525,345.303,151
119.476,345.941,151
120.091,345.967,151
119.176,344.119,151
119.307,345.657,151
119.446,347.372,151
119.673,346.324,151
120.256,346.791,151
119.778,344.088,150
120.047,347.446,150
120.28,345.342,151
119.757,344.872,150
119.714,342.845,149
119.624,345.982,150
119.821,343.249,150
122.148,345.235,149
124.032,341.482,146
124.863,346.161,137
132.217,344.619,136
140.127,316.631,144
123.785,339.989,124
128.953,319.025,145
112.361,280.369,180
128.913,345.294,122
132.229,341.306,115
130.178,342.233,121
127.875,343.596,123
130.427,344.841,122
149.657,341.407,116
138.424,342.732,117
135.375,340.291,121
135.166,342.311,123
130.317,345.486,133
131.067,343.844,135
134.27,341.477,134
132.329,345.6,125
131.484,343.967,125
131.664,340.962,124
119.19,189.517,174
136.238,342.693,123
138.781,339.44,120
139.518,341.385,118
137.489,340.659,134
129.467,339.84,174
131.762,340.483,141
132.448,339.476,150
138.65,343.318,125
137.623,346.098,117
135.913,342.329,123
138.043,338.59,112
131.699,341.717,126
128.562,344.338,130
127.534,344.107,130
127.83,343.438,129
129.501,342.816,128
130.899,343.531,128
131.898,344.595,128
128.689,347.302,129
127.637,346.659,129
129.503,345.283,127
126.785,345.351,128
124.918,342.475,129
125.882,344.627,130
126.07,345.131,129
126.166,345.395,127
125.917,346.927,130
126.457,340.539,128
129.365,338.512,125
137.829,342.122,125
140.135,341.668,125
130.041,345.803,134
131.023,339.686,123
132.952,343.283,124
132.208,344.007,126
134.981,345.936,119
134.791,341.836,125
135.274,325.658,114
135.816,337.71,118
134.963,340.084,122
135.265,342.985,120
133.478,342.07,121
134.512,340.493,124
129.401,339.377,133
129.904,342.682,132
128.275,339.734,135
127.64,338.777,140
127.541,347.638,140
127.436,345.537,135
128.812,343.55,132
130.209,342.297,130
133.146,342.958,124
133.07,340.002,123
132.642,339.375,122
137.498,344.012,116
132.215,343.807,117
133.198,336.191,121
134.98,339.813,125
134.879,339.143,126
136.67,340.272,116
137.595,340.846,126
136.177,337.544,125
132.489,344.647,127
132.596,343.011,133
131.504,341.664,133
130.207,342.13,134
134.994,342.096,124
133.398,342.943,132
134.28,344.192,120
133.059,343.459,132
134.484,341.24,134
133.073,342.488,129
133.676,343.529,132
134.85,342.076,127
134.102,344.327,125
135.234,342.272,125
137.48,340.954,128
137.652,340.8,122
135.959,343.705,123
135.504,343.098,124
129.451,345.514,139
126.904,347.656,131
132.03,343.26,127
132.487,345.162,129
132.588,343.778,128
130.311,345.918,124
127.268,343.422,122
131.323,341.724,129
130.661,341.983,128
132.354,342.228,124
133.683,344.666,121
136.276,343.701,131
128.782,347.926,141
130.184,343.242,138
132.178,344.59,130
129.523,345.891,133
127.045,345.596,139
128.389,346.273,131
129.792,344.599,129
133.618,342.678,125
132.593,343.332,129
129.848,342.416,134
131.52,344.293,126
135.554,344.227,125
134.897,343.612,127
130.916,342.463,135
128.799,344.396,136
128.26,346.283,140
128.724,340.345,148
130.369,344.058,140
128.693,347.917,145
128.431,345.711,143
130.055,344.094,141
135.279,342.26,142
130.827,340.64,147
131.779,341.916,142
132.39,343.071,127
134.887,342.567,124
134.201,341.622,120
134.229,332.626,151
139.529,329.472,153
131.479,328.178,177
130.477,341.069,141
130.052,339.441,158
132.987,339.585,140
129.877,342.943,123
132.401,343.286,124
135.733,340.514,124
134.636,342.989,130
134.398,341.011,128
132.571,344.809,116
130.081,344.278,124
131.657,337.007,163
136.567,333.906,127
139.023,340.699,124
133.199,342.399,126
132.488,342.109,125
133.882,338.463,134
135.939,336.38,137
132.171,339.858,140
134.223,333.716,160
133.488,327.638,174
131.887,344.237,119
134.443,343.404,111
136.512,344.642,114
134.871,343.042,114
138.5,342.485,115
131.54,329.53,154
133.907,339.13,122
135.319,343.019,118
135.971,341.158,117
134.378,338.467,144
132.057,343.064,142
133.399,340.826,130
142.627,341.544,126
133.697,341.554,126
132.028,339.949,130
132.334,340.393,139
129.746,345.59,144
131.107,327.255,173
129.42,326.556,181
135.728,341.97,126
136.54,337.833,124
133.611,341.223,127
131.652,337.906,132
132.584,337.911,143
140.244,316.503,120
139.399,331.459,132
134.971,339.727,130
134.711,341.171,132
132.845,334.282,131
136.197,333.265,134
135.098,335.623,142
134.051,336.939,139
128.905,339.083,149
128.151,342.371,149
128.665,344.222,148
130.937,340.695,140
132.606,340.191,134
135.674,337.415,127
137.009,342.463,136
134.547,340.099,138
133.662,342.434,144
130.62,343.399,144
130.481,341.154,143
135.801,343.965,141
136.925,344.014,132
131.324,345.62,137
133.947,343.486,134
134.483,341.69,129
133.899,343.068,127
130.84,347.143,134
128.73,344.91,138
132.595,343.028,129
133.679,338.215,140
133.567,338.815,136
130.695,340.165,139
129.278,344.941,145
132.205,343.498,135
124.967,333.022,138
128.151,344.36,154
129.653,341.995,141
128.436,342.119,143
128.482,340.677,137
128.161,341.734,137
128.626,342.38,146
131.053,342.607,130
132.97,337.85,131
130.921,345.271,145
128.795,345.94,146
132.833,344.717,127
134.496,341.085,129
133.674,343.548,131
129.652,343.485,142
127.499,343.478,139
129.82,343.462,140
127.029,342.529,143
130.257,344.775,146
131.441,343.236,134
130.598,342.726,135
130.308,342.963,134
130.16,343.554,135
130.051,342.051,134
129.724,343.252,142
125.968,345.407,154
126.087,342.84,143
124.197,341.39,143
124.721,341.494,144
117.711,324.42,158
123.951,345.628,148
130.01,346.615,149
128.017,345.906,147
131.663,343.174,144
127.544,344.223,137
126.748,343.408,137
127.801,342.992,139
134.236,343.78,137
131.136,342.672,145
123.694,347.64,150
131.628,342.826,146
138.812,336.087,137
148.132,338.875,138
128.551,343.716,146
124.206,337.206,143
128.861,344.575,158
129.781,344.233,158
130.444,343.035,155
135.458,340.051,147
137.142,318.93,158
132.464,347.463,143
138.137,348.317,144
139.951,345.046,135
127.409,331.175,140
142.041,345.169,135
135.609,346.113,133
134.381,348.091,135
132.879,348.023,135
130.571,347.946,139
127.923,347.872,134
127.941,345.123,137
127.227,346.196,136
126.603,346.716,139
125.522,348.586,141
125.569,347.933,139
125.95,346.601,150
123.559,346.105,147
125.377,347.566,147
124.885,346.553,148
126.304,345.115,140
126.242,345.942,143
124.875,343.852,143
126.817,344.463,138
128.151,345.748,142
128.151,346.256,143
125.619,339.854,164
127.513,341.038,180
126.546,346.961,181
129.29,346.18,149
130.988,346.161,144
129.074,347.38,157
126.178,348.15,167
125.404,347.477,168
124.808,347.291,164
129.533,345.088,129
131.02,347.6,150
128.596,345.056,156
126.649,348.281,144
126.753,347.529,139
125.972,348.041,141
125.748,346.855,144
125.728,347.217,140
126.276,345.68,141
126.487,346.946,141
127.43,346.072,142
126.367,345.88,139
126.484,347.8,144
128.507,346.51,142
128.17,348.486,143
127.75,347.981,144
127.322,347.955,138
126.93,343.457,141
127.506,346.374,153
128.844,348.159,140
128.43,347.337,158
127.191,347.45,150
129.098,346.259,133
127.836,345.642,151
129.7,345.749,139
127.583,345.462,146
127.741,346.214,139
127.425,348.499,136
127.344,343.365,128
126.295,345.349,134
125.509,344.692,129
125.782,345.403,132
125.717,347.358,150
126.56,345.979,159
123.862,346.607,148
125.64,346.977,140
126.472,347.138,152
125.162,347.608,142
126.31,346.774,139
125.645,348.311,140
125.503,346.547,140
127.429,345.876,139
127.286,345.854,148
136.546,346.926,139
132.753,348.103,125
130.306,347.119,126
128.322,348.01,133
126.539,347.925,142
126.92,347.482,138
125.446,348.003,139
123.826,347.953,141
124.723,348.347,142
125.116,347.997,152
126.35,347.544,141
127.102,344.271,133
127.368,347.01,130
127.376,347.622,137
125.509,347.44,151
123.29,346.682,155
124.918,345.746,151
125.454,346.995,162
127.608,344.839,156
125.888,348.081,165
129.832,347.889,140
130.378,347.187,124
133.88,347.573,120
134.76,347.854,123
133.278,347.527,130
129.818,348.486,143
130.267,346.889,143
129.982,347.991,134
127.107,347.937,132
127.661,347.531,132
126.337,346.715,128
127.99,348.015,135
128.129,346.107,137
125.404,346.153,135
122.833,348.176,145
132.146,345.476,124
129.087,348.472,129
126.855,346.924,129
126.113,347.904,133
125.37,348.19,142
128.18,346.057,129
126.049,347.109,141
126.752,347.259,133
127.732,347.289,132
130.896,348.076,128
132.358,346.33,139
130.423,347.467,146
130.805,347.417,146
129.781,346.161,141
130.267,347.487,143
130.375,345.868,148
128.821,345.32,143
131.537,346.519,139
127.17,347.842,146
128.374,346.943,137
131.312,347.386,133
131.021,346.554,135
130.097,347.816,142
131.616,347.159,131
127.865,347.961,138
126.38,344.656,132
130.699,346.83,131
131.891,346.212,175
134.391,346.176,170
133.544,348.434,160
132.397,345.212,153
130.651,348.432,152
129.778,348.056,151
130.793,347.345,126
130.999,347.651,138
130.425,346.917,142
130.343,346.509,139
128.683,347.358,132
130.15,346.221,136
134.545,347.786,133
134.564,346.022,131
134.686,345.198,128
134.699,344.83,128
134.718,347.655,136
132.271,347.557,146
129.945,344.209,151
127.22,343.934,144
128.198,344.603,141
125.852,347.409,147
129.746,346.674,132
134.471,344.904,124
134.082,346.347,122
133.387,345.218,123
133.517,345.446,136
132.051,345.385,131
132.617,347.26,124
130.828,347.276,120
130.791,346.969,121
131.535,345.965,127
131.81,346.959,136
131.418,347.091,139
129.522,346.375,142
126.024,346.341,144
117.452,206.534,160
131.079,340.255,141
130.984,341.941,141
126.687,339.729,150
129.243,337.842,145
128.776,339.431,142
128.789,339.973,141
129.867,343.235,148
129.046,339.391,142
118.752,338.514,145
118.627,320.032,146
123.141,331.992,164
116.679,301.972,145
130.429,345.667,127
129.84,339.764,128
125.043,306.021,157
117.281,332.868,133
128.086,343.854,137
133.836,341.236,130
128.985,341.973,141
129.307,340.479,126
128.622,343.009,127
132.863,337.99,126
129.075,343.218,131
127.701,346.157,131
127.763,347.804,146
120.915,345.984,164
121.159,348.069,151
121.625,348.539,151
121.459,348.096,151
123.842,344.049,142
125.413,347.186,131
128.487,346.565,130
129.961,347.371,133
132.091,346.039,126
129.521,348.016,146
125.095,345.684,166
127.153,345.112,159
128.054,344.868,153
127.815,346.908,174
124.085,346.781,168
123.268,345.126,156
125.468,348.136,168
126.425,346.879,179
127.419,346.358,154
131.106,347.894,168
132.27,346.479,180
129.258,345.851,174
130.232,344.781,155
128.204,348.208,165
125.708,346.988,168
125.666,346.439,176
126.759,347.014,167
128.747,345.827,149
126.348,347.344,156
128.635,344.964,150
130.154,347.98,142
129.739,349.152,140
116.589,322.223,155
126.15,340.768,141
127.4,340.999,127
130.021,341.93,132
132.449,340.835,139
128.838,340.863,139
130.147,339.931,138
127.344,340.699,136
127.436,341.973,139
127.344,339.562,137
124.125,344.157,139
128.46,342.378,127
127.779,341.48,134
127.801,345.743,134
131.104,340.224,127
130.785,343.673,123
130.764,341.246,123
130.012,339.889,120
137.102,343.147,119
131.42,342.779,122
130.496,342.065,120
129.152,340.65,136
121.671,342.805,139
121.307,343.91,140
121.013,344.579,140
121.713,343.716,140
124.466,340.261,135
130.729,342.855,132
129.528,345.038,128
130.156,345.639,138
132.182,347.038,135
129.996,341.096,138
130.433,338.248,139
131.322,342.689,135
130.395,345.73,137
129.565,342.817,137
131.275,344.329,136
129.411,345.353,136
128.913,342.043,133
128.07,345.943,136
128,345.771,134
130.062,344.048,137
127.69,343.538,137
130.499,338.95,134
131.479,339.08,135
128.966,341.624,134
125.912,339.209,133
125.63,342.927,133
125.247,342.416,134
122.818,339.739,132
129.394,345.76,137
125.921,345.397,135
132.665,343.818,133
130.944,347.643,134
129.468,346.747,133
130.827,344.615,141
135.51,342.051,126
131.54,347.733,124
130.798,346.397,124
131.697,345.157,122
130.038,346.532,124
128.157,342.729,121
128.964,343.307,129
132.351,342.161,132
126.177,344.076,128
124.082,341.775,132
125.766,341.019,133
126.728,343.803,128
124.252,345.191,135
123.605,342.925,137
125.492,343.537,134
134.828,342.377,131
128.645,345.485,122
126.251,345.368,128
129.325,343.03,128
138.576,345.287,128
134.031,347.681,133
137.39,346.844,119
132.048,348.32,122
134.145,345.439,122
132.086,346.732,130
133.466,345.083,133
135.727,345.285,136
128.492,346.4,141
126.673,348.077,137
127.124,347.552,135
126.49,345.797,136
122.871,343.605,137
124.434,345.012,137
132.061,345.689,132
132.842,342.783,131
129.81,344.786,140
131.37,342.104,137
134.558,344.376,136
132.645,340.189,138
133.481,347.027,136
131.238,345.234,139
129.605,347.293,135
125.701,344.555,152
121.132,286.496,161
136.226,292.121,158
130.056,340.292,149
132.878,344.195,140
125.581,342.534,140
127.63,344.164,139
126.029,345.596,141
125.55,347.586,137
126.485,345.275,135
135.325,342.986,136
136.596,345.238,134
135.173,343.129,134
131.711,343.93,137
132.277,347.184,137
137.346,345.18,130
130.305,342.342,122
133.97,345.941,130
131.313,341.608,127
127.137,343.689,121
128.686,345.082,126
128.661,345.013,133
131.331,346.003,130
130.003,347.454,134
128.475,344.513,123
131.003,344.877,123
129.198,348.297,134
131.866,345.775,136
128.718,346.485,139
138.639,343.412,137
140.642,346.732,131
134.641,347.069,133
134.34,343.499,134
136.654,344.813,141
132.863,347.237,143
133.12,343.816,142
134.411,341.939,141
146.247,329.08,122
146.688,316.325,114
135.607,340.131,134
140.41,338.199,130
136.691,343.924,136
137.847,344.262,146
140.771,344.643,155
138.936,339.082,147
137.529,342.138,171
134.305,341.29,159
141.676,341.423,143
138.226,340.774,145
141.598,341.918,137
144.671,336.958,133
139.153,342.274,137
140.056,342.767,149
135.219,341.371,156
137.379,336.864,120
134.491,341.311,141
125.094,345.745,165
128.69,348.195,150
135.393,333.507,114
138.028,343.456,126
139.136,345.472,132
140.056,341.605,124
142.277,339.087,112
140.064,340,111
135.102,345.888,122
130.455,344.05,126
131.935,345.208,130
132.472,343.099,119
131.354,344.907,118
130.202,343.599,118
130.546,346.84,116
133.612,346.931,116
132.635,344.736,114
134.048,344.397,116
133.161,346.31,123
127.14,345.388,128
127.159,346.377,127
127.038,346.35,155
128.494,346.948,142
125.033,345.184,140
127.149,344.554,127
128.95,347.938,127
131.379,343.075,130
131.024,342.628,130
126.601,344.871,134
125.174,345.766,135
126.81,341.664,134
128.618,341.381,131
128.618,342.511,132
128.646,341.148,133
127.311,344,134
127.408,343.24,136
126.106,346.622,135
125.63,347.015,135
125.631,346.318,134
125.349,346.878,136
124.661,345.671,135
125.943,345.546,133
128.955,344.02,136
129.087,345.301,132
126.862,347.733,134
126.792,346.86,142
126.938,346.128,140
125.919,346.458,141
125.965,343.122,137
127.768,344.478,131
131.007,346.036,133
130.363,344.176,136
126.974,344.841,146
127.398,346.101,142
130.745,344.874,132
127.608,344.532,143
128.766,345.034,133
131.268,343.892,131
129.617,345.61,131
127.834,344.265,134
129.692,344.613,131
129.356,346.952,131
129.793,346.545,136
128.148,346.58,134
125.925,346.252,134
125.69,343.98,132
127.726,343.333,133
129.453,343.746,120
130.406,344.643,134
129.259,346.802,130
131.148,345.753,127
131.985,341.736,128
133.291,344.451,127
132.05,344.372,127
132.11,344.674,127
128.246,343.464,129
129.366,346.181,123
129.991,345.107,125
128.459,346.653,124
126.354,347.307,133
124.952,347.077,137
129.966,342.774,127
128.458,346.202,133
131.577,345.52,125
131.893,345.636,128
131.628,347.941,130
130.31,344.612,131
129.13,342.799,127
127.726,346.479,139
128.535,344.981,130
126.299,346.945,130
130.137,343.315,120
132.711,343.784,128
135.122,344.75,130
132.507,344.478,129
132.751,345.257,130
132.838,345.198,133
129.797,346.065,125
129.065,346.149,114
129.388,346.744,131
126.995,346.581,134
127.858,345.566,133
126.756,343.481,130
125.831,345.032,143
130.408,347.398,115
131.268,347.792,115
131.346,343.213,121
127.425,345.554,122
129.162,345.666,130
129.022,344.11,129
131.587,344.981,128
129.782,347.39,119
131.224,347.434,128
133.336,344.021,128
133.207,347.956,129
133.208,345.001,128
133.569,342.918,129
133.904,345.204,127
131.365,341.241,133
127.112,344.124,142
126.261,347.087,143
129.192,343.47,133
135.827,343.559,136
130.932,347.482,139
129.161,346.711,143
132.902,330.423,131
134.928,341.328,137
131.315,339.952,136
133.137,345.928,142
129.425,341.412,133
133.345,343.227,134
133.804,345.33,132
131.372,343.004,131
133.394,342.748,125
132.053,345.052,136
128.106,346.921,137
129.794,346.763,138
142.933,322.971,110
144.014,313.084,112
133.536,341.731,129
140.274,342.953,131
136.416,344.609,132
135.846,339.439,121
133.168,345.162,129
130.994,343.91,134
131.992,343.884,135
132.855,343.798,138
129.765,346.197,141
132.84,344.443,134
137.678,345.113,134
129.135,329.536,139
133.139,344.374,133
129.16,346.781,152
128.329,345.531,144
129.287,344.281,128
134.636,335.379,107
138.061,342.59,120
141.332,328.51,114
143.863,330.343,117
152.395,335.83,121
153.546,328.49,125
153.147,335.59,126
143.476,339.513,125
140.507,343.695,125
139.22,343.897,124
141.498,342.548,119
139.156,343.758,120
136.247,343.232,121
131.589,339.771,128
133.238,328.478,135
134.872,327.403,136
132.806,332.243,136
137.581,330.641,126
135.821,331.031,126
132.257,337.77,134
139.123,321.713,120
143.033,324.386,126
137.694,329.311,122
139.008,322.253,123
139.564,327.097,123
138.729,326.92,120
138.148,314.824,102
152.969,324.052,124
142.014,340.505,154
132.019,342.262,162
130.941,341.961,162
128.461,341.513,164
128.293,340.228,154
127.592,347.342,155
127.418,345.499,153
128.063,345.828,159
128.422,342.587,165
127.912,344.896,153
127.877,341.462,164
128.301,341.866,165
128.072,345.142,154
127.4,347.043,154
127.835,345.199,153
129.584,338.42,143
129.965,344.69,165
127.634,343.108,145
127.924,341.937,147
127.617,336.982,158
127.925,341.671,149
128.098,341.596,148
127.836,341.407,147
127.658,341.786,147
127.939,338.819,160
128.091,338.789,161
128.856,341.381,148
128.854,342.115,146
127.347,342.499,143
128.287,341.45,144
128.759,341.161,147
130.258,341.743,167
132.079,337.473,161
130.258,344.608,159
129.639,343.331,156
129.486,341.616,169
129.495,337.637,166
129.869,344.931,157
129.617,341.411,158
129.092,341.585,168
129.24,341.953,169
129.658,338.878,165
129.799,340.818,160
130.105,341.195,159
128.661,340.849,163
129.991,339.524,166
129.755,342.22,158
131.368,344.439,166
128.796,344.376,158
128.531,343.635,159
130.284,342.383,163
129.36,342.965,170
129.811,339.607,167
129.313,340.802,165
129.596,345.482,157
129.821,345.284,156
128.726,344.363,161
129.297,344.344,158
128.781,345.079,156
128.799,343.511,157
129.566,339.903,164
136.104,331.666,120
136.101,339.237,121
135.707,337.904,125
128.226,343.515,120
129.833,341.792,123
135.328,335.559,116
135.061,333.488,118
134.985,338.773,124
136.14,341.616,125
135.952,338.29,124
133.437,337.685,128
132.408,336.014,120
132.097,340.523,132
133.07,335.95,127
138.4,334.199,126
133.012,338.993,126
131.209,342.455,131
131.795,337.26,114
134.139,334.745,117
136.033,330.056,105
133.19,340.41,114
131.806,342.068,114
132.807,341.779,114
133.734,342.313,119
129.116,342.698,122
128.571,341.731,124
129.002,342.558,120
137.902,328.685,111
143.398,308.587,105
134.993,343.274,135
133.414,344.161,137
134.964,331.185,113
133.603,335.854,121
137.554,325.836,117
133.008,340.716,131
